elevation,temperature,humidity,soil_TN,soil_TP,soil_AP,soil_AN,health_class
4008.186735884351,20.465007574988302,30.0,0.5,0.3,0.01,0.01,3
964.2551059209978,17.179698900331218,30.0,0.5,1.8,0.4,0.1316053447120258,2
1113.5282469029576,20.196403721232016,100.0,0.5,0.3,0.01,0.01,2
44.19966794695699,9.09856773907136,30.0,5.0,1.740080517758497,0.3892047277764038,0.01,3
1389.2199551837105,32.71946397584965,30.0,0.5,1.2441765028466496,0.4,0.25203646508235356,2
2354.769941334108,47.56401651961128,45.30108785782572,5.0,0.9661330808419549,0.4,0.01,0
654.0590301297607,45.27650381662983,30.0,5.0,0.3,0.01,0.3,1
1593.0918394694606,-1.3063135266163108,100.0,0.5,0.3,0.01,0.07249242663450645,1
405.8179120085547,49.56794251060692,91.00998229865549,0.5,1.0052214894759266,0.4,0.01,2
1868.4612949990274,1.0243903952913023,30.0,5.0,1.2197425095449939,0.01,0.19230585849988885,2
343.6160866887782,9.162209636059117,60.801616332342306,4.420613474797644,1.691574420935872,0.22101141250871903,0.01,3
437.7744268101285,-4.824033700377544,30.0,0.5,1.8,0.3692288845501118,0.3,3
924.106088781188,34.83816135635643,30.0,0.5,0.3,0.01,0.01,1
1.1650888152420293,-2.041510523022957,30.0,5.0,1.5691833890614832,0.01,0.01,2
58.66825995228385,53.97395137523056,36.60732172955411,5.0,0.42737028818955625,0.01,0.2854815721341088,0
838.0366445663892,-9.736334123077839,30.0,0.5,1.8,0.06124729673094555,0.3,2
1719.1008150105054,38.83221217938903,30.0,3.8732458511799903,1.8,0.4,0.01,0
538.1745936029968,-21.04725376086128,30.0,0.5,1.8,0.06753883927427438,0.3,3
247.49968989111028,12.051443740662604,30.0,4.830591366416786,0.3,0.04481967705368334,0.24218316538282458,0
2160.374676401593,34.99079491591587,100.0,2.368358647155443,0.3,0.07580281933963023,0.01,1
684.7472450876007,24.94079763887668,96.74809625905885,1.1894384266730615,0.5953354323063462,0.01,0.01,2
1971.0508753811891,54.46290919760771,30.0,5.0,1.440539379855021,0.01,0.20581566346340813,0
1766.9639147719802,27.083899266160717,100.0,1.5032616742667768,0.3,0.01,0.19782258648997156,1
1829.5760575619183,29.10596883407399,30.0,4.272250964857772,0.3,0.01,0.3,0
1779.4616706391937,6.346480798220517,71.7653364675922,5.0,1.8,0.4,0.01,3
1253.0447098630525,38.81093801196857,30.0,5.0,0.5968948274068357,0.4,0.10780630190034095,0
3812.095431815181,3.9592878454613967,100.0,5.0,1.8,0.4,0.01,3
220.25108381312356,7.351414807143852,30.0,3.724331230587146,0.3,0.18472208324891665,0.3,0
1407.5005530763108,35.22093861360997,95.1984274214548,0.5,0.3,0.01,0.01,1
1503.1331861905905,22.23999278905729,100.0,0.8452360742073195,1.8,0.01,0.3,3
499.331953431404,7.221650832578865,30.0,2.200149392889218,1.8,0.4,0.01,3
584.8114385628845,54.441225686964756,71.51137845431279,0.5,0.9958781226995241,0.04538485572374561,0.01,3
990.6956059568936,25.318643957864623,30.0,0.5,1.5901411178448637,0.4,0.2309749554619379,2
2187.556010337356,29.707427724879444,30.0,5.0,1.3207436329694229,0.01,0.3,0
1284.1954535972202,39.135702217772184,30.0,0.5,1.124124426421758,0.4,0.3,2
840.5903377387035,41.26744095556179,100.0,2.0189157705374994,0.3,0.4,0.01,1
1524.5700485064312,4.825633527347398,30.0,0.5,1.8,0.4,0.19722646108563546,2
33.05478336968602,32.53026404469616,30.0,0.5,0.3,0.01,0.01,1
1307.1093354508068,2.0021995062274947,30.0,0.5,1.8,0.01,0.01,2
162.35835119778005,1.6057026249069715,30.0,4.53658678056951,1.6702069102941035,0.4,0.20175198921394055,3
662.8702091155727,26.60053510671701,34.76372600258418,0.5,0.3,0.01,0.01,2
295.0654841780011,13.34421170435052,39.523644435247604,5.0,1.7417943231103479,0.4,0.01,3
1147.187121151951,64.91389942056729,72.2392572128837,1.4698625394975968,0.9447985032134111,0.22624613906723443,0.01,2
246.49652423816804,12.878386900507435,30.0,0.5,0.3,0.0819347335023513,0.2489892749729881,0
1117.5777518609343,60.84637156782884,30.0,0.5,1.4659930949467954,0.01,0.01,1
1088.3624599301008,48.1821533237904,44.063896877475514,1.640127032186375,0.32862127672116204,0.01,0.01,1
485.33332025523157,65.8013810018937,100.0,2.3069348050101004,1.3178774322889364,0.01,0.02308826170515181,2
2791.4159685880245,9.52897385556752,100.0,0.9272306455747072,0.3,0.09014021197260792,0.01,1
1467.871560341691,2.9040120575948514,30.0,5.0,1.6344125084690317,0.01,0.01,2
1603.0184170028647,37.480140186078785,100.0,0.5594106894167548,0.6355893277074105,0.4,0.01,1
2397.8083656784756,55.68044076603909,51.62937772103559,1.2249346761015103,0.37883683089939135,0.05883556485354105,0.01,1
302.53231526527793,-5.084224025253082,30.0,5.0,1.4179198443743557,0.01,0.09416923222443356,3
864.1819287780079,35.552257745404255,30.0,4.819106191184605,1.8,0.4,0.01,0
4158.080224141608,29.656919300301453,30.0,0.5,0.3,0.01,0.15165030169992205,3
3131.0965283891414,14.7556282772425,100.0,0.5,0.974389008005946,0.03787154100128108,0.01,3
2662.058505335492,45.41936240001513,56.25112634336667,5.0,1.4031260736146867,0.21370528603183103,0.01,0
3125.424525460894,46.59001178804559,30.0,5.0,1.8,0.4,0.01,0
2111.2881798267786,2.5533426683074154,100.0,0.5,0.3,0.01,0.01,1
2164.1232159519523,33.680355469274005,30.0,4.394816761538724,0.3,0.01,0.2525321753307792,0
1224.9517287690114,-0.4251371566250981,30.0,5.0,1.8,0.01,0.04128850759096819,2
355.67413568566155,8.400300348991038,33.65597334575138,0.5,1.8,0.3200330122589945,0.3,3
1058.1318286734427,54.1545288527156,100.0,1.5992718507931092,1.6494860871699533,0.21791739456504397,0.10924954661604042,1
2396.1974394887247,23.10797772257256,100.0,0.5,0.3,0.01,0.24830899408019494,2
58.08832374737898,33.076137882677926,30.0,5.0,0.31207018338383263,0.01,0.3,0
1763.945115585627,53.48250172840114,94.34699833346315,5.0,0.5526037889884161,0.4,0.01,0
2247.748755844058,1.8970231493114014,30.0,5.0,1.4066625719662105,0.01,0.01,2
570.4734290693937,39.5967536210496,100.0,0.5,0.3820619442847588,0.14911885604058842,0.01,2
2788.8513478596415,26.276609223862966,30.0,5.0,1.1331723717181843,0.01,0.12184838627155596,0
1210.7057353947669,-6.190836169640875,30.0,0.5,1.8,0.01,0.01,2
1334.9610577311357,28.468746642267554,52.77969278073916,0.5,0.36490477652072917,0.01,0.3,3
1995.1502991762195,7.7517816878996975,55.97269140343,2.318199663997813,1.1905820768977442,0.14198523305512903,0.3,2
1780.3918771647898,53.51307955419707,30.0,0.5,1.5128200828591052,0.01,0.01,1
80.05490983475221,-8.897550946164188,30.0,0.5,1.8,0.09265372429741449,0.3,2
2350.623590283126,10.751085900808963,30.0,3.078597400231236,1.8,0.01,0.01,2
791.1346578983045,40.222494956381276,93.06381317191412,0.5,0.49416822414735917,0.01,0.3,3
